DateTime,Origin,Destination,Min_time,Max_time,Duration,Distance,Route,Day_of_Week,Traffic_Intensity,Accident_Reports,Weather_Conditions
10-10-2024 03:00,"1211, Sansad Marg, Hanuman Road Area, Connaught Place, New Delhi, Delhi 110001, India","Shershah Rd, Delhi High Court, India Gate, New Delhi, Delhi 110002, India",7,14,9,4473,Connaught Cir,3,1.3,0,Cloudy
10-10-2024 03:15,"1211, Sansad Marg, Hanuman Road Area, Connaught Place, New Delhi, Delhi 110001, India","Shershah Rd, Delhi High Court, India Gate, New Delhi, Delhi 110002, India",7,12,9,4872,Ashoka Rd,3,1.4,0,Cloudy
10-10-2024 03:15,"1211, Sansad Marg, Hanuman Road Area, Connaught Place, New Delhi, Delhi 110001, India","Shershah Rd, Delhi High Court, India Gate, New Delhi, Delhi 110002, India",7,12,9,4473,Connaught Cir,3,1.3,0,Cloudy
10-10-2024 03:30,"1211, Sansad Marg, Hanuman Road Area, Connaught Place, New Delhi, Delhi 110001, India","Shershah Rd, Delhi High Court, India Gate, New Delhi, Delhi 110002, India",7,12,9,4872,Ashoka Rd,3,1.4,0,Cloudy
10-10-2024 03:30,"1211, Sansad Marg, Hanuman Road Area, Connaught Place, New Delhi, Delhi 110001, India","Shershah Rd, Delhi High Court, India Gate, New Delhi, Delhi 110002, India",6,12,9,4473,Connaught Cir,3,1.3,0,Cloudy
10-10-2024 03:45,"1211, Sansad Marg, Hanuman Road Area, Connaught Place, New Delhi, Delhi 110001, India","Shershah Rd, Delhi High Court, India Gate, New Delhi, Delhi 110002, India",7,12,9,4872,Ashoka Rd,3,1.4,0,Cloudy
10-10-2024 03:45,"1211, Sansad Marg, Hanuman Road Area, Connaught Place, New Delhi, Delhi 110001, India","Shershah Rd, Delhi High Court, India Gate, New Delhi, Delhi 110002, India",6,12,9,4473,Connaught Cir,3,1.3,0,Cloudy
10-10-2024 04:00,"1211, Sansad Marg, Hanuman Road Area, Connaught Place, New Delhi, Delhi 110001, India","Shershah Rd, Delhi High Court, India Gate, New Delhi, Delhi 110002, India",7,12,9,4872,Ashoka Rd,3,1.4,0,Cloudy
10-10-2024 04:00,"1211, Sansad Marg, Hanuman Road Area, Connaught Place, New Delhi, Delhi 110001, India","Shershah Rd, Delhi High Court, India Gate, New Delhi, Delhi 110002, India",6,12,9,4473,Connaught Cir,3,1.3,0,Cloudy
10-10-2024 04:15,"1211, Sansad Marg, Hanuman Road Area, Connaught Place, New Delhi, Delhi 110001, India","Shershah Rd, Delhi High Court, India Gate, New Delhi, Delhi 110002, India",7,12,8,4872,Ashoka Rd,3,1.3,0,Cloudy
10-10-2024 04:15,"1211, Sansad Marg, Hanuman Road Area, Connaught Place, New Delhi, Delhi 110001, India","Shershah Rd, Delhi High Court, India Gate, New Delhi, Delhi 110002, India",6,12,8,4473,Connaught Cir,3,1.3,0,Cloudy
10-10-2024 04:30,"1211, Sansad Marg, Hanuman Road Area, Connaught Place, New Delhi, Delhi 110001, India","Shershah Rd, Delhi High Court, India Gate, New Delhi, Delhi 110002, India",7,12,8,4872,Ashoka Rd,3,1.3,0,Cloudy
10-10-2024 04:30,"1211, Sansad Marg, Hanuman Road Area, Connaught Place, New Delhi, Delhi 110001, India","Shershah Rd, Delhi High Court, India Gate, New Delhi, Delhi 110002, India",6,12,8,4473,Connaught Cir,3,1.3,0,Cloudy
10-10-2024 04:45,"1211, Sansad Marg, Hanuman Road Area, Connaught Place, New Delhi, Delhi 110001, India","Shershah Rd, Delhi High Court, India Gate, New Delhi, Delhi 110002, India",7,10,8,4872,Ashoka Rd,3,1.3,0,Cloudy
10-10-2024 04:45,"1211, Sansad Marg, Hanuman Road Area, Connaught Place, New Delhi, Delhi 110001, India","Shershah Rd, Delhi High Court, India Gate, New Delhi, Delhi 110002, India",6,12,8,4473,Connaught Cir,3,1.3,0,Cloudy
10-10-2024 05:00,"1211, Sansad Marg, Hanuman Road Area, Connaught Place, New Delhi, Delhi 110001, India","Shershah Rd, Delhi High Court, India Gate, New Delhi, Delhi 110002, India",7,10,8,4872,Ashoka Rd,3,1.3,0,Cloudy
10-10-2024 05:00,"1211, Sansad Marg, Hanuman Road Area, Connaught Place, New Delhi, Delhi 110001, India","Shershah Rd, Delhi High Court, India Gate, New Delhi, Delhi 110002, India",7,12,8,4473,Connaught Cir,3,1.3,0,Cloudy
10-10-2024 05:15,"1211, Sansad Marg, Hanuman Road Area, Connaught Place, New Delhi, Delhi 110001, India","Shershah Rd, Delhi High Court, India Gate, New Delhi, Delhi 110002, India",7,12,9,4872,Ashoka Rd,3,1.4,0,Cloudy
10-10-2024 05:15,"1211, Sansad Marg, Hanuman Road Area, Connaught Place, New Delhi, Delhi 110001, India","Shershah Rd, Delhi High Court, India Gate, New Delhi, Delhi 110002, India",7,12,9,4473,Connaught Cir,3,1.3,0,Cloudy
10-10-2024 05:30,"1211, Sansad Marg, Hanuman Road Area, Connaught Place, New Delhi, Delhi 110001, India","Shershah Rd, Delhi High Court, India Gate, New Delhi, Delhi 110002, India",7,10,8,4872,Ashoka Rd,3,1.3,0,Cloudy
10-10-2024 05:30,"1211, Sansad Marg, Hanuman Road Area, Connaught Place, New Delhi, Delhi 110001, India","Shershah Rd, Delhi High Court, India Gate, New Delhi, Delhi 110002, India",7,12,9,4473,Connaught Cir,3,1.3,0,Cloudy
10-10-2024 05:45,"1211, Sansad Marg, Hanuman Road Area, Connaught Place, New Delhi, Delhi 110001, India","Shershah Rd, Delhi High Court, India Gate, New Delhi, Delhi 110002, India",7,12,9,4872,Ashoka Rd,3,1.4,0,Cloudy
10-10-2024 05:45,"1211, Sansad Marg, Hanuman Road Area, Connaught Place, New Delhi, Delhi 110001, India","Shershah Rd, Delhi High Court, India Gate, New Delhi, Delhi 110002, India",7,12,9,4473,Connaught Cir,3,1.3,0,Cloudy
10-10-2024 06:00,"1211, Sansad Marg, Hanuman Road Area, Connaught Place, New Delhi, Delhi 110001, India","Shershah Rd, Delhi High Court, India Gate, New Delhi, Delhi 110002, India",7,12,9,4872,Ashoka Rd,3,1.4,0,Clear
10-10-2024 06:00,"1211, Sansad Marg, Hanuman Road Area, Connaught Place, New Delhi, Delhi 110001, India","Shershah Rd, Delhi High Court, India Gate, New Delhi, Delhi 110002, India",7,14,10,4473,Connaught Cir,3,1.4,0,Clear
10-10-2024 06:15,"1211, Sansad Marg, Hanuman Road Area, Connaught Place, New Delhi, Delhi 110001, India","Shershah Rd, Delhi High Court, India Gate, New Delhi, Delhi 110002, India",7,12,9,4872,Ashoka Rd,3,1.4,0,Clear
10-10-2024 06:15,"1211, Sansad Marg, Hanuman Road Area, Connaught Place, New Delhi, Delhi 110001, India","Shershah Rd, Delhi High Court, India Gate, New Delhi, Delhi 110002, India",7,14,10,4473,Connaught Cir,3,1.4,0,Clear
10-10-2024 06:30,"1211, Sansad Marg, Hanuman Road Area, Connaught Place, New Delhi, Delhi 110001, India","Shershah Rd, Delhi High Court, India Gate, New Delhi, Delhi 110002, India",7,12,9,4872,Ashoka Rd,3,1.4,0,Clear
10-10-2024 06:30,"1211, Sansad Marg, Hanuman Road Area, Connaught Place, New Delhi, Delhi 110001, India","Shershah Rd, Delhi High Court, India Gate, New Delhi, Delhi 110002, India",7,14,10,4473,Connaught Cir,3,1.4,0,Clear
10-10-2024 06:45,"1211, Sansad Marg, Hanuman Road Area, Connaught Place, New Delhi, Delhi 110001, India","Shershah Rd, Delhi High Court, India Gate, New Delhi, Delhi 110002, India",7,12,9,4872,Ashoka Rd,3,1.4,0,Clear
10-10-2024 06:45,"1211, Sansad Marg, Hanuman Road Area, Connaught Place, New Delhi, Delhi 110001, India","Shershah Rd, Delhi High Court, India Gate, New Delhi, Delhi 110002, India",7,14,10,4473,Connaught Cir,3,1.4,0,Clear
10-10-2024 07:00,"1211, Sansad Marg, Hanuman Road Area, Connaught Place, New Delhi, Delhi 110001, India","Shershah Rd, Delhi High Court, India Gate, New Delhi, Delhi 110002, India",7,12,10,4872,Ashoka Rd,3,1.5,0,Clear
10-10-2024 07:00,"1211, Sansad Marg, Hanuman Road Area, Connaught Place, New Delhi, Delhi 110001, India","Shershah Rd, Delhi High Court, India Gate, New Delhi, Delhi 110002, India",7,16,12,4473,Connaught Cir,3,1.6,0,Clear
10-10-2024 07:15,"1211, Sansad Marg, Hanuman Road Area, Connaught Place, New Delhi, Delhi 110001, India","Shershah Rd, Delhi High Court, India Gate, New Delhi, Delhi 110002, India",7,12,10,4872,Ashoka Rd,3,1.5,0,Clear
10-10-2024 07:15,"1211, Sansad Marg, Hanuman Road Area, Connaught Place, New Delhi, Delhi 110001, India","Shershah Rd, Delhi High Court, India Gate, New Delhi, Delhi 110002, India",7,16,12,4473,Connaught Cir,3,1.6,0,Clear
10-10-2024 07:30,"1211, Sansad Marg, Hanuman Road Area, Connaught Place, New Delhi, Delhi 110001, India","Shershah Rd, Delhi High Court, India Gate, New Delhi, Delhi 110002, India",7,12,10,4872,Ashoka Rd,3,1.5,0,Clear
10-10-2024 07:30,"1211, Sansad Marg, Hanuman Road Area, Connaught Place, New Delhi, Delhi 110001, India","Shershah Rd, Delhi High Court, India Gate, New Delhi, Delhi 110002, India",7,16,12,4473,Connaught Cir,3,1.6,0,Clear
10-10-2024 07:45,"1211, Sansad Marg, Hanuman Road Area, Connaught Place, New Delhi, Delhi 110001, India","Shershah Rd, Delhi High Court, India Gate, New Delhi, Delhi 110002, India",7,14,10,4872,Ashoka Rd,3,1.5,0,Clear
10-10-2024 07:45,"1211, Sansad Marg, Hanuman Road Area, Connaught Place, New Delhi, Delhi 110001, India","Shershah Rd, Delhi High Court, India Gate, New Delhi, Delhi 110002, India",7,16,12,4473,Connaught Cir,3,1.6,0,Clear
10-10-2024 08:00,"1211, Sansad Marg, Hanuman Road Area, Connaught Place, New Delhi, Delhi 110001, India","Shershah Rd, Delhi High Court, India Gate, New Delhi, Delhi 110002, India",7,14,10,4872,Ashoka Rd,3,1.5,0,Clear
10-10-2024 08:00,"1211, Sansad Marg, Hanuman Road Area, Connaught Place, New Delhi, Delhi 110001, India","Shershah Rd, Delhi High Court, India Gate, New Delhi, Delhi 110002, India",7,16,12,4473,Connaught Cir,3,1.6,0,Clear
10-10-2024 08:15,"1211, Sansad Marg, Hanuman Road Area, Connaught Place, New Delhi, Delhi 110001, India","Shershah Rd, Delhi High Court, India Gate, New Delhi, Delhi 110002, India",8,14,10,4872,Ashoka Rd,3,1.5,0,Clear
10-10-2024 08:15,"1211, Sansad Marg, Hanuman Road Area, Connaught Place, New Delhi, Delhi 110001, India","Shershah Rd, Delhi High Court, India Gate, New Delhi, Delhi 110002, India",7,16,12,4473,Connaught Cir,3,1.6,0,Clear
